Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,2nd phase - general,1,Communication Design,daytime,Secondary education,134.0,Portuguese,1,1,Services/Sellers,Student,133.3,yes,no,no,yes,male,no,18,no,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Social Service,daytime,Secondary education,127.0,Portuguese,2,2,Technicians,Admin staff,115.8,yes,no,no,yes,male,no,19,no,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,Dropout
single,2nd phase - general,2,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,19,38,Unskilled Workers,Legislative/Executive,100.0,yes,no,yes,no,male,no,19,no,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
single,2nd phase - general,1,Nursing,daytime,Secondary education,130.0,Portuguese,1,3,Unskilled Workers,Scientific specialists,128.6,yes,no,no,yes,female,no,18,no,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,Graduate
single,1st phase - general,1,Equinculture,daytime,Secondary education,135.0,Portuguese,3,3,Scientific specialists,Scientific specialists,137.1,yes,no,no,yes,female,no,18,no,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,143.0,Portuguese,1,3,Technicians,Technicians,149.0,yes,no,no,yes,female,no,18,no,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,Dropout
single,Tech diploma,2,Social Service,daytime,Technological specialization,150.0,Portuguese,3,19,Admin staff,Unskilled Workers,147.0,yes,no,no,yes,female,no,19,no,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
married,Other higher courses,1,Social Service,daytime,Higher education - degree,150.0,Portuguese,37,37,Cleaners,Unskilled in agriculture,150.0,no,no,no,yes,female,no,31,no,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,1,Social Service (evening),evening,Secondary education,130.0,Portuguese,37,37,Unskilled Workers,Machine Operators,103.5,no,no,no,yes,female,yes,33,no,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,3,Nursing,daytime,Secondary education,113.0,Portuguese,3,1,Legal/Social/Cultural Technicians,ICT Technicians,107.8,yes,no,no,yes,female,yes,20,no,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
single,Tech diploma,1,Veterinary Nursing,daytime,Technological specialization,130.0,Spanish,19,1,Agriculture/Fisheries,Admin staff,130.0,yes,no,no,yes,female,no,22,yes,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general,1,Tourism,daytime,Secondary education,115.0,Portuguese,1,19,Technicians,Technicians,109.4,yes,no,no,yes,female,no,19,no,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
single,1st phase - general,3,Communication Design,daytime,Secondary education,146.0,Portuguese,34,34,Student,Student,143.6,yes,no,no,yes,female,no,18,no,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Dropout
single,2nd phase - general,3,Communication Design,daytime,Secondary education,132.0,Portuguese,38,1,Services/Sellers,Services/Sellers,124.3,no,yes,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1st phase - general,5,Ad/Marketing,daytime,Secondary education,116.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,119.5,yes,no,no,no,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,163.0,Portuguese,3,4,Scientific specialists,Services/Sellers,175.6,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate
single,2nd phase - general,2,Management,daytime,Secondary education,122.0,Portuguese,19,19,Industry/Construction,Industry/Construction,116.1,yes,no,no,yes,female,yes,19,no,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,2,Social Service,daytime,Secondary education,136.0,Portuguese,1,3,Technicians,Admin staff,126.6,yes,no,no,yes,female,no,18,no,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,Dropout
single,2nd phase - general,1,Veterinary Nursing,daytime,Secondary education,142.0,Portuguese,3,19,Services/Sellers,Services/Sellers,130.8,yes,no,no,yes,female,no,18,no,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general,6,Nursing,daytime,Secondary education,139.0,Portuguese,37,37,Unskilled Workers,Agriculture/Fisheries,133.5,yes,no,no,yes,female,yes,18,no,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,Graduate
single,Short cycle diploma,1,Social Service,daytime,Professional higher technical,140.0,Portuguese,37,37,Unskilled Workers,Armed Forces,136.9,yes,no,no,yes,female,no,21,no,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,165.0,Portuguese,19,37,Services/Sellers,Services/Sellers,142.3,no,no,no,yes,female,yes,18,no,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,Graduate
single,2nd phase - general,3,Ad/Marketing,daytime,Secondary education,122.0,Portuguese,1,38,Technicians,Technicians,114.3,yes,no,no,yes,female,no,18,no,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,135.0,Portuguese,19,19,Unskilled Workers,Armed Forces,122.9,yes,no,no,yes,female,no,18,no,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general,1,Nursing,daytime,Secondary education,128.0,Portuguese,19,1,Admin staff,Technicians,117.2,yes,no,no,yes,female,no,20,no,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general,1,Management,daytime,Secondary education,139.0,Portuguese,1,38,Admin staff,Services/Sellers,152.0,no,no,no,yes,female,yes,18,no,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,2,Journalism,daytime,Secondary education,125.0,Portuguese,19,1,Admin staff,Services/Sellers,122.2,yes,no,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,3rd phase - general,2,Management,daytime,Secondary education,102.0,Portuguese,37,38,Cleaners,Finance/Admin Operators,101.7,yes,no,no,yes,female,yes,20,no,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,1,Tourism,daytime,Secondary education,116.0,Portuguese,19,19,Unskilled Workers,Machine Operators,119.9,yes,no,no,yes,female,no,20,no,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
single,2nd phase - general,1,Management,daytime,Secondary education,138.0,Portuguese,37,1,Unskilled Workers,Unskilled Workers,123.7,yes,no,yes,yes,female,yes,19,no,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change institution/course,1,Communication Design,daytime,Secondary education,135.0,Portuguese,3,1,Technicians,Services/Sellers,121.8,no,no,no,yes,female,yes,19,no,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,Graduate
single,2nd phase - general,4,Ad/Marketing,daytime,Secondary education,110.0,Portuguese,19,37,Unskilled Workers,Blank,106.1,yes,yes,yes,no,female,yes,18,no,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,2nd phase - general,3,Journalism,daytime,Secondary education,132.0,Portuguese,1,1,Admin staff,Unskilled Workers,124.3,yes,no,yes,yes,female,yes,19,no,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,126.0,Portuguese,1,38,Admin staff,Industry/Construction,124.3,yes,no,no,yes,female,yes,20,no,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate
single,Tech diploma,1,Management,daytime,Technological specialization,117.4,Portuguese,19,1,Admin staff,Unskilled Workers,117.4,yes,no,no,yes,female,no,21,no,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
single,Change course,2,Nursing,daytime,Secondary education,120.0,Portuguese,41,3,Scientific specialists,Scientific specialists,112.7,no,no,no,yes,female,no,21,no,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,1,Communication Design,daytime,Secondary education,116.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,123.7,no,no,no,yes,female,no,20,no,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
single,3rd phase - general,2,Basic Education,daytime,Secondary education,111.0,Portuguese,38,38,Cleaners,Construction workers,105.8,yes,no,no,yes,female,no,19,no,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,3,Veterinary Nursing,daytime,Secondary education,128.0,Portuguese,1,19,Admin staff,Other,124.2,no,no,no,no,female,no,21,no,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,123.0,Portuguese,30,19,Admin staff,Other,122.3,no,no,no,yes,female,no,18,no,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
single,1st phase - general,5,Tourism,daytime,Secondary education,131.0,Portuguese,19,37,Unskilled Workers,Unskilled Workers,123.7,no,no,no,yes,female,yes,19,no,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
single,2nd phase - general,2,Nursing,daytime,Secondary education,135.0,Portuguese,19,19,Unskilled Workers,Admin staff,129.8,yes,no,no,yes,female,no,18,no,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,4,Nursing,daytime,Secondary education,136.0,Portuguese,1,1,Unskilled Workers,Unskilled Workers,123.8,yes,no,no,yes,female,yes,19,no,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,Graduate
single,1st phase - general,2,Management,daytime,Secondary education,132.0,Portuguese,1,19,Admin staff,Technicians,126.4,yes,no,no,yes,female,yes,18,no,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,120.0,Portuguese,19,37,Services/Sellers,Industry/Construction,115.1,no,no,no,yes,female,yes,18,no,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general,1,Journalism,daytime,Secondary education,144.0,Portuguese,37,37,Machine Operators,Machine Operators,138.4,no,no,no,yes,female,no,18,no,0,6,7,6,13.428571428571429,0,0,6,7,6,14.142857142857142,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,1,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,1,37,Unskilled Workers,Unskilled Workers,118.2,yes,no,no,yes,female,yes,18,no,0,5,7,4,13.25,0,0,5,8,5,15.571428571428571,0,10.8,1.4,1.74,Graduate
single,2nd phase - general,1,Communication Design,daytime,Secondary education,136.0,Portuguese,38,19,Industry/Construction,Industry/Construction,121.7,yes,no,no,yes,female,no,18,no,0,6,6,2,13.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,3,Communication Design,daytime,Secondary education,125.0,Portuguese,1,38,Unskilled Workers,Industry/Construction,118.0,no,no,no,yes,female,yes,18,no,0,6,6,6,14.333333333333334,0,0,6,7,6,14.0,0,11.1,0.6,2.02,Enrolled
single,2nd phase - general,1,Social Service,daytime,Secondary education,125.0,Portuguese,1,38,Unskilled Workers,Industry/Construction,119.8,no,no,no,yes,female,no,18,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st phase - general,1,Social Service,daytime,Secondary education,154.0,Portuguese,1,3,Admin staff,Scientific specialists,164.9,no,no,no,yes,female,no,18,no,0,6,6,6,14.0,0,0,6,6,6,13.166666666666666,0,10.8,1.4,1.74,Graduate
single,Transfer,1,Veterinary Nursing,daytime,Secondary education,100.0,Portuguese,1,38,Admin staff,Unskilled Workers,100.0,yes,no,no,yes,female,yes,20,no,1,2,2,2,12.0,0,1,6,11,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,124.0,Portuguese,3,1,Scientific specialists,Services/Sellers,121.6,no,no,no,yes,female,no,18,no,0,6,9,5,12.333333333333334,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general,4,Communication Design,daytime,Secondary education,126.0,Portuguese,1,19,Admin staff,Services/Sellers,120.4,yes,no,no,yes,female,no,18,no,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate
single,3rd phase - general,6,Nursing,daytime,Secondary education,124.0,Portuguese,37,37,Unskilled Workers,Industry/Construction,117.8,no,no,no,yes,female,yes,20,no,0,8,8,7,12.791428571428572,1,0,8,8,7,12.791428571428572,1,10.8,1.4,1.74,Graduate
divorced,Change course,1,Ad/Marketing,daytime,Secondary education,150.0,Portuguese,37,37,Unskilled Workers,Agriculture/Fisheries,110.0,no,no,no,yes,female,no,40,no,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,6,Nursing,daytime,Secondary education,133.0,Portuguese,38,38,Unskilled Workers,Unskilled Workers,128.8,yes,no,no,yes,female,yes,18,no,0,7,11,6,11.994444444444444,0,0,8,11,7,12.43142857142857,0,15.5,2.8,-4.06,Graduate
single,1st phase - general,5,Tourism,daytime,Secondary education,126.0,Portuguese,19,19,Admin staff,Industry/Construction,116.6,yes,no,no,yes,female,no,19,no,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate
single,Other higher courses,1,Management (evening),evening,Higher education - degree (1st cycle),120.0,Portuguese,1,19,Admin staff,Unskilled Workers,120.0,no,no,no,yes,female,no,24,no,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general,3,Journalism,daytime,Secondary education,175.0,Portuguese,3,38,Scientific specialists,Armed Forces,157.5,yes,no,no,yes,female,no,19,no,0,6,8,6,13.166666666666666,0,0,6,7,6,13.166666666666666,0,10.8,1.4,1.74,Dropout
single,1st phase - general,6,Nursing,daytime,Secondary education,141.0,Portuguese,2,1,Admin staff,Admin staff,136.3,yes,no,no,yes,female,no,19,no,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,133.0,Portuguese,1,19,Unskilled Workers,Agriculture/Fisheries,121.5,yes,no,no,yes,female,yes,20,no,0,7,8,6,12.396666666666668,0,0,8,9,7,12.94285714285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,143.0,Portuguese,38,38,Services/Sellers,Services/Sellers,133.9,no,no,no,yes,female,no,18,no,0,7,7,7,15.014285714285714,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Animation/Multimedia,daytime,Secondary education,141.0,Portuguese,1,38,Admin staff,Machine Operators,136.8,yes,no,no,yes,female,yes,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,2,Nursing,daytime,Secondary education,134.0,Portuguese,19,37,Admin staff,Industry/Construction,133.5,yes,no,no,yes,female,no,19,no,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,3,Nursing,daytime,Secondary education,138.0,Portuguese,3,3,Admin staff,Services/Sellers,130.0,yes,no,no,yes,female,no,18,no,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
single,Tech diploma,1,Veterinary Nursing,daytime,Technological specialization,140.0,Portuguese,3,3,Scientific specialists,Scientific specialists,140.0,yes,no,no,yes,female,no,19,no,0,6,10,6,13.0,0,0,6,19,5,13.0,0,12.4,0.5,1.79,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,142.0,Portuguese,37,37,Unskilled Workers,Industry/Construction,132.7,yes,no,no,yes,female,yes,19,no,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,118.0,Portuguese,19,19,Services/Sellers,Industry/Construction,117.8,no,no,no,yes,female,yes,19,no,0,7,7,7,13.7,0,0,8,9,7,14.671428571428574,0,12.4,0.5,1.79,Graduate
single,1st phase - general,2,Nursing,daytime,Secondary education,131.0,Portuguese,1,37,Admin staff,Admin staff,126.1,yes,no,no,yes,female,yes,19,no,0,7,7,7,12.495714285714286,0,0,8,9,7,12.242857142857144,0,11.1,0.6,2.02,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,130.0,Portuguese,1,38,Legislative/Executive,Industry/Construction,120.0,no,no,no,yes,female,no,19,no,0,7,7,6,14.566666666666668,0,0,7,7,6,14.566666666666668,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,1,Ad/Marketing,daytime,Other - 11th year of schooling,133.1,Portuguese,1,19,Legislative/Executive,Services/Sellers,100.0,yes,no,yes,no,female,no,25,no,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general,1,Nursing,daytime,Secondary education,130.0,Portuguese,19,19,Admin staff,Armed Forces,116.8,no,no,no,yes,female,no,20,no,0,8,8,7,12.685714285714283,0,0,8,8,7,12.685714285714283,0,12.7,3.7,-1.7,Graduate
single,Short cycle diploma,1,Social Service,daytime,Professional higher technical,130.0,Portuguese,1,19,Services/Sellers,Services/Sellers,128.3,no,no,yes,no,female,no,23,no,5,9,12,7,13.571428571428571,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
single,1st phase - general,1,Communication Design,daytime,Secondary education,133.1,Portuguese,19,19,Industry/Construction,Industry/Construction,117.0,no,no,no,yes,female,no,20,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,Over 23 years old,1,Social Service (evening),evening,Secondary education,130.0,Portuguese,37,11,Unskilled Workers,Armed Forces,131.5,no,no,no,yes,female,no,27,no,0,6,8,5,11.0,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,149.0,Portuguese,19,1,Admin staff,Admin staff,134.8,no,no,no,yes,female,no,18,no,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,163.0,Portuguese,19,1,Services/Sellers,Armed Forces,146.6,yes,no,yes,yes,female,no,18,no,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
single,Other higher courses,1,Social Service (evening),evening,Higher education - degree (1st cycle),130.0,Portuguese,19,1,Services/Sellers,Armed Forces,130.0,yes,no,yes,no,female,no,23,no,7,12,12,11,14.0,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
single,1st phase - general,6,Nursing,daytime,Secondary education,145.0,Portuguese,38,37,Services/Sellers,Agriculture/Fisheries,127.5,yes,no,no,yes,female,yes,19,no,0,7,7,6,13.416666666666666,0,0,7,7,6,13.416666666666666,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Management,daytime,Secondary education,130.0,Portuguese,37,38,Technicians,Technicians,123.0,no,no,no,yes,female,no,18,no,0,5,8,5,12.333333333333334,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
single,Change course,1,Nursing,daytime,Secondary education,128.0,Portuguese,1,19,Unskilled Workers,Machine Operators,100.0,yes,no,no,yes,female,no,20,no,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
single,1st phase - general,2,Ad/Marketing,daytime,Secondary education,111.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,114.2,yes,no,no,yes,female,no,18,no,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Nursing,daytime,Secondary education,140.0,Portuguese,1,1,Admin staff,Admin staff,123.5,yes,no,no,yes,female,yes,19,no,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
single,Tech diploma,1,Social Service,daytime,Technological specialization,140.0,Portuguese,19,19,Machine Operators,Machine Operators,144.3,yes,no,no,yes,female,yes,19,no,3,6,7,6,13.142857142857142,0,2,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Basic Education,daytime,Secondary education,145.0,Portuguese,38,37,Services/Sellers,Services/Sellers,142.2,no,no,no,yes,female,no,19,no,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general,1,Veterinary Nursing,daytime,Secondary education,151.0,Portuguese,3,3,Legislative/Executive,Other,161.9,no,no,no,yes,female,no,18,no,0,5,6,4,13.75,0,0,5,8,5,14.857142857142858,0,7.6,2.6,0.32,Graduate
single,1st phase - general,1,Social Service,daytime,Secondary education,132.0,Portuguese,37,37,Unskilled Workers,Services/Sellers,135.9,no,no,no,yes,female,no,18,no,0,6,11,5,12.4,0,0,6,7,6,13.0,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general,2,Journalism,daytime,Secondary education,116.0,Portuguese,19,19,Admin staff,Industry/Construction,110.1,yes,no,no,yes,female,no,18,no,0,6,6,6,13.333333333333334,0,0,6,6,6,12.0,0,11.1,0.6,2.02,Graduate
single,Ordinance 612/93,1,Basic Education,daytime,Secondary education,120.0,Portuguese,19,38,Unskilled Workers,Unskilled Workers,122.5,no,no,no,no,female,no,28,no,11,11,11,11,11.727272727272728,0,8,8,8,8,12.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,1,Tourism,daytime,Secondary education,158.0,Portuguese,37,37,Services/Sellers,Unskilled Workers,138.1,yes,no,no,yes,female,no,19,no,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,Dropout
single,Change course,1,Animation/Multimedia,daytime,Secondary education,116.0,Portuguese,3,1,Scientific specialists,Technicians,117.3,yes,no,yes,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general,2,Nursing,daytime,Secondary education,112.0,Portuguese,1,37,Admin staff,Unskilled Workers,106.8,yes,no,no,yes,female,yes,19,no,0,7,8,6,13.533333333333331,0,0,8,9,7,13.614285714285714,0,12.4,0.5,1.79,Graduate
single,1st phase - general,1,Communication Design,daytime,Secondary education,126.0,Portuguese,1,19,Admin staff,Student,120.1,no,yes,no,yes,female,yes,20,no,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,11.1,0.6,2.02,Graduate
single,1st phase - general,2,Tourism,daytime,Secondary education,120.0,Portuguese,19,19,Unskilled Workers,Unskilled Workers,116.5,yes,no,no,yes,female,yes,19,no,0,6,9,5,13.2,0,0,6,8,5,11.0,0,12.4,0.5,1.79,Graduate
single,Change institution/course,1,Communication Design,daytime,Secondary education,117.0,Portuguese,5,1,Scientific specialists,Armed Forces,120.0,yes,no,no,yes,female,no,21,no,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
single,1st phase - general,1,Basic Education,daytime,Secondary education,153.0,Portuguese,1,19,Unskilled Workers,Admin staff,139.7,yes,no,no,yes,female,yes,19,no,0,7,7,7,13.428571428571429,0,0,7,7,7,14.857142857142858,0,11.1,0.6,2.02,Graduate
single,1st phase - general,2,Communication Design,daytime,Secondary education,124.0,Portuguese,19,1,Unskilled Workers,Technicians,123.7,yes,no,no,yes,female,yes,18,no,1,6,8,6,12.714285714285714,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general,2,Equinculture,daytime,Secondary education,127.0,Portuguese,3,1,Scientific specialists,Legislative/Executive,116.5,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general,1,Ad/Marketing,daytime,Secondary education,126.0,Portuguese,12,38,Unskilled Workers,Services/Sellers,122.2,no,no,no,yes,female,yes,19,no,0,6,6,6,13.666666666666666,0,0,6,9,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
single,1st phase - general,1,Journalism,daytime,Secondary education,133.1,Portuguese,38,19,Health Technicians,Other Armed Forces,146.0,no,no,yes,yes,female,no,20,no,0,6,6,5,11.0,0,0,6,6,6,13.166666666666666,0,16.2,0.3,-0.92,Graduate
single,2nd phase - general,2,Basic Education,daytime,Secondary education,114.0,Portuguese,1,1,Admin staff,Student,108.8,yes,no,no,yes,female,no,18,no,0,7,11,5,11.4,0,0,7,9,6,13.333333333333334,0,13.9,-0.3,0.79,Enrolled
single,Change course,1,Animation/Multimedia,daytime,Secondary education,133.0,Portuguese,19,19,Services/Sellers,Industry/Construction,133.0,no,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general,1,Equinculture,daytime,Secondary education,130.0,Portuguese,1,1,Admin staff,Services/Sellers,123.8,no,no,no,yes,female,no,18,no,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,Graduate
single,2nd phase - general,3,Journalism,daytime,Secondary education,127.0,Portuguese,19,19,Services/Sellers,Machine Operators,120.0,no,no,no,yes,female,no,18,no,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general,3,Social Service,daytime,Secondary education,143.0,Portuguese,37,38,Student,Industry/Construction,126.9,yes,no,no,yes,female,no,18,no,0,6,14,5,11.0,0,0,6,6,6,11.666666666666666,0,7.6,2.6,0.32,Graduate
single,3rd phase - general,4,Journalism,daytime,Secondary education,130.0,Portuguese,19,19,Admin staff,Admin staff,121.3,yes,no,no,yes,female,no,20,no,0,6,12,5,12.0,0,0,6,8,6,11.571428571428571,0,15.5,2.8,-4.06,Dropout
